CNPJ_CIA;DENOM_SOCIAL;SIT
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPAÇÕES S/A;ATIVO
76.486.711/0001-80;MUELLER IRMAOS SA;CANCELADA
02.369.513/0001-08;MULTI-CAR RIO TERMINAL DE VEÍCULOS S/A;CANCELADA
01.378.557/0001-23;MULTIBRAS PAR SA;CANCELADA
59.717.553/0001-02;MULTILASER INDUSTRIAL S.A.;ATIVO
08.935.054/0001-50;MULTINER S/A;ATIVO
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;ATIVO
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;ATIVO
53.661.898/0001-05;MULTIPLIC LEASING ARR MERC SA;CANCELADA
11.094.546/0001-75;MULTIPLUS SA;CANCELADA
55.413.983/0001-80;MULTITEL TECNOLOGIA SA;CANCELADA
22.148.316/0001-68;MULTITEXTIL SA;CANCELADA
61.066.940/0001-78;MULTIVIDRO SA;CANCELADA
49.865.884/0001-36;MUNCK SA EQUIPS INDUSTRIAIS;CANCELADA
33.042.961/0001-18;MUNDIAL ARTEFATOS DE COURO SA;CANCELADA
88.610.191/0001-54;MUNDIAL S.A - PRODUTOS DE CONSUMO;ATIVO
33.807.348/0001-44;NACIONAL FACTORING SA;CANCELADA
68.584.515/0001-10;NACIONAL IGUATEMI BAHIA PARTICIPAÇÕES SA;CANCELADA
43.711.746/0001-16;NACIONAL LEASING SA ARR MEC;CANCELADA
33.222.225/0001-41;NACIONAL SA SOC CRED FIN INVS;CANCELADA
61.067.161/0001-97;NADIR FIGUEIREDO S.A;CANCELADA
60.875.259/0001-08;NAKATA SA IND E COMERCIO;CANCELADA
14.200.586/0001-42;NAOMI PARTICIPAÇÕES SA;CANCELADA
15.377.572/0001-61;NASA SECURITIZADORA S.A.;CANCELADA
62.336.953/0001-82;NATIONAL DISTILLERS DO BR SA;CANCELADA
43.504.489/0001-41;NATIVA TRANSFORMADORES SA;CANCELADA
32.785.497/0001-97;NATURA & CO HOLDING S.A.;ATIVO
71.673.990/0001-77;NATURA COSMETICOS SA;ATIVO
04.233.319/0001-18;NCF PARTICIPACOES S.A.;CANCELADA
01.083.200/0001-18;NEOENERGIA S.A;ATIVO
10.139.870/0001-08;NEOGRID PARTICIPACÕES S.A.;ATIVO
60.881.364/0001-50;NESBER COMPANHIA INDUSTRIAL;CANCELADA
00.108.786/0001-65;NET SERVIÇOS DE COMUNICAÇÃO S.A.;CANCELADA
00.192.769/0001-59;NEUMARKT TRADE AND FINANCIAL CENTER S/A;ATIVO
02.604.997/0001-14;NEWTEL PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO;ATIVO
10.302.690/0001-97;NEXFUEL BIOENERGIA S/A;CANCELADA
08.613.550/0001-98;NEXPE PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;ATIVO
14.200.537/0001-00;NISA PARTICIPAÇÕES SA;CANCELADA
13.558.218/0001-08;NITROCARBONO SA;CANCELADA
14.200.699/0001-48;NOAH PARTICIPAÇÕES SA;CANCELADA
43.834.894/0001-28;NORCHEM PARTICIPACOES E CONSULTORIA LTDA;CANCELADA
13.015.151/0001-65;NORCON SOCIEDADE NORDESTINA DE CONSTRUCÕES S/A;CANCELADA
13.606.611/0001-20;NORDEQ EQUIPS INDLS DO NE SA;CANCELADA
60.884.319/0001-59;NORDON INDUSTRIAS METALURGICAS S.A.;ATIVO
60.394.301/0001-79;NOROESTE SEGURADORA SA;CANCELADA
07.467.619/0001-50;NORSE ENERGY DO BRASIL SA;CANCELADA
09.625.321/0001-56;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;ATIVO
12.300.288/0001-07;NORTE ENERGIA S.A;ATIVO
29.950.060/0001-57;NORTEC QUIMICA S.A.;ATIVO
19.853.511/0001-84;NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.;CANCELADA
04.634.250/0001-34;NOVA AÇÃO PARTICIPAÇÕES S.A.;CANCELADA
15.101.520/0001-68;NOVA ALIANCA SA;CANCELADA
33.007.592/0001-22;NOVA AMERICA SA;CANCELADA
08.903.116/0001-42;NOVA SECURITIZAÇÃO S/A;CANCELADA
65.441.354/0001-17;NOVA SHOPPING CENTER SA;CANCELADA
47.586.663/0001-01;NOVA SOCIEDADE DE NAVEGAÇÃO S.A.;ATIVO
04.992.714/0001-84;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;ATIVO
51.754.240/0001-12;NOVADATA SISTS COMPUTADORES SA;CANCELADA
04.665.504/0001-81;NOVAMARLIM PARTICIPAÇÕES S/A;CANCELADA
04.668.779/0001-79;NOVAMARLIM PETROLEO SA;CANCELADA
91.677.682/0001-27;NOVO HAMBURGO CIA SEGS GERAIS;CANCELADA
91.669.739/0001-46;NOVOSINOS SA DTVM;CANCELADA
47.177.654/0001-59;NOVOTEL HOTELARIA TURISMO SA;CANCELADA
10.337.440/0001-92;NPF SECURITIZADORA S.A.;CANCELADA
73.615.395/0001-00;NQ PARTICIPAÇÕES S.A.;CANCELADA
02.084.220/0001-76;NUMERAL 80 PARTICIPAÇÕES S.A.;CANCELADA
33.031.782/0001-85;NUTRICIA SA PRODS DIETS NUTLS;CANCELADA
51.128.999/0001-90;NUTRIPLANT INDUSTRIA E COMÉRCIO S/A;ATIVO
84.683.770/0001-76;NYLONSUL TEXTIL A M SCHMALZ SA;CANCELADA
01.856.751/0001-77;OAHAKA PARTICIPACOES SA;CANCELADA
29.980.141/0001-08;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;ATIVO
09.114.805/0001-30;OCEANPACT SERVIÇOS MARÍTIMOS S.A.;ATIVO
12.139.922/0001-63;OCTANTE SECURITIZADORA SA;CANCELADA
15.105.588/0001-15;ODEBRECHT SA;CANCELADA
58.119.199/0001-51;ODONTOPREV S/A;ATIVO
02.062.753/0001-57;OESTE PARTICIPAÇÕES SA;CANCELADA
76.535.764/0001-43;OI S.A. - EM RECUPERAÇÃO JUDICIAL;ATIVO
07.957.093/0001-96;ÓLEO E GÁS PARTICIPAÇÕES S/A;CANCELADA
07.249.238/0001-02;OLICAL INDUSTRIAL SA;CANCELADA
21.110.778/0001-23;OLIVEIRA TRUST S.A.;ATIVO
91.156.901/0001-22;OLVEBRA SA;CANCELADA
12.104.241/0004-02;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;ATIVO
07.875.234/0001-21;ONE PROPERTIES S.A.;CANCELADA
02.773.542/0001-22;OPEA SECURITIZADORA S.A.;CANCELADA
89.546.063/0001-51;OPP PETROQUIMICA SA;CANCELADA
02.318.346/0001-68;OPPORTUNITY ENERGIA E PARTICIPAÇÕES S.A.;CANCELADA
01.957.774/0001-78;OPPORTUNITY LESTE SA;CANCELADA
03.653.874/0001-36;OPPORTUNITY SECURITIZADORA DE CREDITOS IMOBILIARIOS SA;CANCELADA
01.948.039/0001-06;ORBIS TRUST SECURITIZADORA DE CREDITOS S/A;CANCELADA
32.021.201/0001-61;ORIGEM ENERGIA S.A.;ATIVO
61.082.863/0001-40;ORION SA;CANCELADA
03.279.285/0001-30;ORIZON MEIO AMBIENTE S.A.;ATIVO
11.421.994/0001-36;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;ATIVO
11.421.994/0001-36;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;ATIVO
61.084.885/0001-49;ORNIEX SA;CANCELADA
09.112.685/0001-32;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;ATIVO
12.320.349/0001-90;OURINVEST SECURITIZADORA S.A.;CANCELADA
20.258.278/0001-70;OURO FINO SAÚDE ANIMAL PARTICIPAÇÕES S.A.;ATIVO
14.109.664/0001-06;OXITENO NORDESTE SA INDÚSTRIA E COMÉRCIO;CANCELADA
62.545.686/0001-53;OXITENO S.A. - INDÚSTRIA E COMÉRCIO;CANCELADA
96.298.013/0001-68;PACAEMBU CONSTRUTORA S.A.;ATIVO
21.728.500/0001-14;PACIFIC RDSL PARTICIPAÇÕES S.A.;CANCELADA
02.365.069/0001-44;PADTEC HOLDING S.A.;ATIVO
15.132.731/0001-68;PAES MENDONCA SA;CANCELADA
23.537.475/0001-17;PALMASA AZULEJOS VARZEA PALMA;CANCELADA
02.682.287/0001-02;PAN FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;ATIVO
92.749.647/0001-39;PANAMBRA SUL RG SA REV VEICS;CANCELADA
92.693.019/0001-89;PANATLANTICA SA;ATIVO
61.077.830/0001-01;PANEX SA INDUSTRIA E COMERCIO;CANCELADA
61.077.830/0001-01;PANEX SA INDUSTRIA E COMERCIO;CANCELADA
02.305.131/0001-02;PANTANAL PLAZA SHOPPING SA;CANCELADA
61.596.284/0001-15;PAO AMERICANO IND E COM SA;CANCELADA
61.140.737/0001-02;PARAMOUNT LANSUL SA;CANCELADA
61.565.222/0001-46;PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A;CANCELADA
14.388.334/0001-99;PARANA BANCO S.A.;ATIVO
76.527.951/0001-85;PARANA EQUIPAMENTOS SA;CANCELADA
01.086.706/0001-80;PARANA SHOPPING ADM DE BENS SA;CANCELADA
60.398.369/0004-79;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;ATIVO
60.398.369/0004-79;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;ATIVO
00.185.475/0001-08;PARCOM PARTICIPACOES SA EM LIQUIDACAO;ATIVO
67.645.952/0001-33;PARINCORP SA;CANCELADA
89.940.878/0001-10;PARMALAT BRASIL S.A  IND DE  ALIMENTOS.;CANCELADA
00.159.138/0001-38;PARNASSA SA;CANCELADA
02.783.424/0001-03;PARQUES TEMÁTICO HOPI HARI S.A;CANCELADA
44.854.238/0001-50;PARSAN S.A.;ATIVO
02.022.558/0001-01;PARTICIP. E EMPREEND. REPUBLICA SA;CANCELADA
00.635.156/0001-49;PARTICIPAÇÕES ABC SA;CANCELADA
14.308.514/0001-13;PARTICIPAÇÕES INDUST. DO NORDESTE S.A.;CANCELADA
11.995.753/0001-09;PASCRO PARTICIPAÇÕES S/A;CANCELADA
01.258.947/0001-60;PATÍ DO ALFERES PARTICIPAÇÕES S.A.;CANCELADA
12.668.780/0001-21;PATMOS PARTICIPAÇÕES S/A;CANCELADA
02.533.576/0001-40;PÁTRIA INVESTIMENTOS IMOBILIÁRIOS S.A.;CANCELADA
23.236.821/0001-27;PATRIMAR ENGENHARIA S.A.;ATIVO
83.475.913/0001-91;PBG S/A;ATIVO
09.538.973/0001-53;PDG COMPANHIA SECURITIZADORA;ATIVO
02.950.811/0001-89;PDG REALTY S.A. EMPREEND E PARTICIPACOES;ATIVO
02.762.122/0001-40;PEARSON SISTEMAS DO BRASIL S.A.;CANCELADA
10.782.175/0001-51;PEIXE SA;CANCELADA
86.547.619/0001-36;PERDIGAO AGROINDUSTRIAL SA;CANCELADA
82.829.730/0001-64;PERDIGAO AGROINDUSTRIAL SA;CANCELADA
89.421.903/0001-50;PERDIGAO AGROINDUSTRIAL SA;CANCELADA
84.583.616/0001-22;PERDIGAO COUROS SA;CANCELADA
13.878.847/0001-15;PERDIZES - SECURITIZADORA DE RECEBÍVEIS COMERCIAIS S.A.;CANCELADA
12.592.795/0001-53;PERENCO PETRÓLEO E GÁS DO BRASIL PARTICIPAÇÕES S/A;CANCELADA
04.911.095/0001-56;PERFUMARIAS PHEBO SA;CANCELADA
02.534.914/0001-68;PERNAMBUCO PARTIC  INVEST. SA;CANCELADA
61.403.960/0001-97;PERSIANAS COLUMBIA SA;CANCELADA
61.091.013/0001-08;PERSICO PIZZAMIGLIO SA;CANCELADA
61.999.314/0001-34;PESCANOVA SA COM IND;CANCELADA
18.328.118/0001-09;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;ATIVO
18.328.118/0001-09;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;ATIVO
02.031.413/0001-69;PETRO RIO JAGUAR PETRÓLEO S.A.;ATIVO
33.795.055/0001-94;PETROBRAS QUÍMICA S.A.- PETROQUISA;CANCELADA
29.667.227/0001-77;PETROFLEX INDÚSTRIA E COMÉRCIO S.A.;CANCELADA
33.000.167/0001-01;PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS;ATIVO
33.000.167/0001-01;PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS;ATIVO
07.275.159/0001-68;PETROLEO LUB DO NORDESTE SA;ATIVO
74.043.993/0001-15;PETROPAR EMBALAGENS SA;CANCELADA
61.632.964/0001-47;PETROQUIMICA UNIAO SA;CANCELADA
03.342.704/0001-30;PETRORECÔNCAVO S.A.;ATIVO
88.613.658/0001-10;PETTENATI S.A. INDUSTRIA TEXTIL;ATIVO
50.280.429/0001-58;PEVE PREDIOS SA;CANCELADA
04.364.656/0001-44;PEVÊ-FINASA PARTICIPAÇÕES E PRÉDIOS S.A.;CANCELADA
43.834.795/0001-46;PHILIP MORRIS BRASILEIRA SA;CANCELADA
00.108.813/0001-08;PILCOMAYO PARTICIPACOES SA;CANCELADA
33.078.585/0001-11;PINA INTERC COML INDL PESCA SA;CANCELADA
61.182.606/0001-80;PINCEIS TIGRE SA;CANCELADA
05.918.309/0001-89;PIPA CIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;CANCELADA
02.387.233/0001-14;PIRAJU PARTICIPACOES SA;CANCELADA
61.105.730/0001-41;PIRAMIDES BRASILIA SA IC;CANCELADA
61.150.751/0001-89;PIRELLI CABOS SA;CANCELADA
59.179.838/0001-37;PIRELLI PNEUS SA;CANCELADA
78.229.309/0001-45;PISA-PAPEL DE IMPRENSA SA;CANCELADA
33.679.797/0001-54;PJBANK SECURITIZADORA S.A.;CANCELADA
07.587.384/0001-30;PLANETA SECURITIZADORA S.A.;CANCELADA
24.230.275/0001-80;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;ATIVO
51.928.174/0001-50;PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A;ATIVO
02.736.471/0001-98;PLATYPUS SA;CANCELADA
12.610.072/0001-30;PLAY BEVERAGE SOUTH AMERICA SA;CANCELADA
40.446.476/0001-75;PLAYBANCO SECURITIZADORA S.A;CANCELADA
00.643.535/0001-80;PLAYCENTER SA;CANCELADA
02.395.548/0001-03;POCONÉ PARTICIPAÇÕES SA;CANCELADA
13.545.769/0001-37;POLIALDEN PETROQUIMICA SA;CANCELADA
15.145.691/0001-99;POLIFLEX DA BAHIA S.A INDUSTRIA, COMERCIO E EXPORTAÇÃO;CANCELADA
34.230.979/0001-06;POLIMIX CONCRETO S/A;CANCELADA
62.336.946/0001-80;POLIOLEFINAS SA;CANCELADA
01.391.425/0001-31;POLIPROPILENO PARTICIPACOES S.A.;CANCELADA
13.604.087/0001-58;POLIPROPILENO SA;CANCELADA
13.603.683/0001-13;POLITENO IND E COMERCIO SA;CANCELADA
16.490.039/0001-74;POLITENO LINEAR IND E COM SA;CANCELADA
12.261.588/0001-16;POLO CAPITAL SECURITIZADORA S/A;CANCELADA
71.722.607/0001-23;POLONIA PARTICIPACOES SA;CANCELADA
59.789.545/0001-71;POLPAR S.A.;ATIVO
90.025.214/0001-05;POLYMAX INFORMATICA SA;CANCELADA
09.126.970/0001-02;POLYNOR SA IC FIBS SINTS DA PB;CANCELADA
68.271.295/0001-74;PONTUAL LEASING SA ARREND MERC;CANCELADA
85.459.691/0001-49;PORCELANA SCHMIDT SA;CANCELADA
01.376.634/0001-06;PORTHAL DO LAGO SA;CANCELADA
40.997.635/0001-20;PORTO DE VITÓRIA COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;ATIVO
85.041.333/0001-11;PORTO PONTA DO FELIX S/A;ATIVO
02.149.205/0001-69;PORTO SEGURO SA;ATIVO
18.494.485/0001-82;PORTO SUDESTE V.M. S.A.;ATIVO
04.912.242/0001-02;PORTUENSE FERRAGENS S/A;ATIVO
10.846.981/0001-46;PORTX OPERAÇÕES PORTUÁRIAS S.A.;CANCELADA
81.243.735/0001-48;POSITIVO TECNOLOGIA S.A.;ATIVO
60.333.085/0001-51;POTENZA LEASING ARREND MERC SA;CANCELADA
11.306.912/0001-02;POTHENCIA S/A - REFLORESTADORA;CANCELADA
62.255.682/0001-30;PPE FIOS ESMALTADOS SA;CANCELADA
10.747.021/0001-29;PRÁTICA PARTICIPAÇÕES S.A.;CANCELADA
08.574.411/0001-00;PRÁTICA PRODUTOS S.A.;ATIVO
32.110.314/0001-33;PREDILETO ALIMENTOS SA;CANCELADA
61.142.469/0001-50;PREMESA SA IND E COMERCIO;CANCELADA
02.396.693/0001-09;PRH9 PRODUÇÕES SA;CANCELADA
18.593.815/0001-97;PRINER SERVIÇOS INDUSTRIAIS S.A.;ATIVO
18.593.815/0001-97;PRINER SERVIÇOS INDUSTRIAIS S.A.;ATIVO
10.629.105/0001-68;PRIO S.A.;ATIVO
10.464.223/0001-63;PRIVALIA BRASIL S.A.;CANCELADA
03.587.889/0001-43;PRIVATINVEST PARTICIPAÇÕES SA;CANCELADA
56.994.924/0001-05;PRÓ METALURGIA SA - EM LIQUIDAÇÃO EXTRAJUDICIAL;CANCELADA
02.291.077/0001-93;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;ATIVO
61.141.982/0001-26;PRODUTOS QUIMICOS ELEKEIROZ SA;CANCELADA
45.453.214/0001-51;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;ATIVO
02.382.073/0001-10;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;ATIVO
61.391.603/0001-56;PROMETAL PRODS METALURGICOS SA;CANCELADA
01.394.549/0001-70;PROMOAUTO PARTICIPAÇÕES SA;CANCELADA
61.095.923/0001-69;PROMON ENGENHARIA SA;CANCELADA
55.737.514/0001-16;PROMON TECNOLOGIA SA;CANCELADA
02.992.449/0001-09;PROMPT PARTICIPAÇÕES S.A.;ATIVO
13.552.070/0001-02;PRONOR PETROQUIMICA SA;CANCELADA
62.794.516/0001-02;PROPASA PRODS DE PAPEL SA;CANCELADA
33.496.563/0001-71;PROSPEC SA PROSPECCAO AEROLEV;CANCELADA
12.498.904/0001-78;PROVIDAX PARTICIPAÇÕES S/A;CANCELADA
08.741.499/0001-08;PRUMO LOGÍSTICA S.A.;CANCELADA
84.496.066/0001-04;PST ELETRÔNICA SA;CANCELADA
26.072.786/0001-46;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;ATIVO
13.608.583/0001-80;QGN PARTICIPAÇÕES SA;CANCELADA
11.992.680/0001-93;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;ATIVO
35.791.391/0001-94;QUALITY SOFTWARE S.A.;ATIVO
04.705.090/0001-77;QUATTOR PETROQUÍMICA S.A.;CANCELADA
07.205.768/0001-40;QUEIROZ COMERCIO E PARTS SA;CANCELADA
61.074.118/0001-59;QUIMBRASIL QUIM INDL BRAS SA;CANCELADA
33.036.328/0001-17;QUIMIO PRODS QUIMICOS CI SA;CANCELADA
96.736.806/0001-11;QUIMISINOS SA;CANCELADA
06.260.897/0001-79;RACHID ABDALLA SA IND E COM;CANCELADA
33.643.305/0001-70;RACIMEC INFORMATICA BRAS SA;CANCELADA
58.371.261/0001-06;RACINVEST INVS IMOBILIARIOS SA;CANCELADA
43.202.951/0001-56;RACIONAL ENGENHARIA SA;CANCELADA
61.585.865/0001-51;RAIA DROGASIL S.A.;ATIVO
61.585.865/0001-51;RAIA DROGASIL S.A.;ATIVO
60.605.664/0001-06;RAIA SA;CANCELADA
01.529.589/0001-82;RAIL SUL SA;CANCELADA
08.070.508/0001-78;RAÍZEN ENERGIA S.A.;ATIVO
33.453.598/0001-23;RAÍZEN S.A.;ATIVO
10.964.948/0001-10;RAN REF ACUCAR NORTE SA;CANCELADA
10.523.280/0001-76;RANDON NORDESTE SA VEICS IMPLS;CANCELADA
89.086.144/0001-16;RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES;ATIVO
89.086.144/0001-16;RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES;ATIVO
88.610.829/0001-57;RANDON SA VEICULOS IMPLEMENTOS;CANCELADA
94.789.468/0001-50;RASIP AGRO PASTORIL SA;CANCELADA
03.559.006/0001-91;RB CAPITAL SECURITIZADORA S.A.;CANCELADA
02.221.531/0001-30;RDN CONCESSÕES E PARTICIPAÇÕES S.A.;CANCELADA
10.452.416/0001-02;REAG INVESTIMENTOS SA;ATIVO
02.643.896/0001-52;REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.;CANCELADA
02.670.203/0001-10;REAL CONSÓRCIO PART. S.A.(EM LIQUIDAÇÃO);CANCELADA
02.670.204/0001-65;REAL HOLDINGS PART. S.A. (EM LIQUIDAÇÃO);CANCELADA
28.154.847/0001-40;REALCAFE SOLUVEL DO BRASIL S/A;CANCELADA
02.670.205/0001-00;REALPAR PARTICIPAÇÕES S.A-EM LIQUIDAÇÃO;CANCELADA
01.430.815/0001-73;REASON S.A. COML. IMPORT. E EXPORTADORA;CANCELADA
06.349.242/0001-71;REC 844 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.;CANCELADA
04.370.450/0001-27;REC SAO BERNARDO SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.;CANCELADA
91.333.666/0001-17;RECRUSUL SA;ATIVO
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;ATIVO
61.584.140/0001-49;REDE ENERGIA PARTICIPAÇÕES S.A.;ATIVO
01.425.787/0001-04;REDECARD S/A;CANCELADA
01.425.787/0001-04;REDECARD S/A;CANCELADA
12.126.500/0001-53;REDENTOR ENERGIA S/A;CANCELADA
67.915.785/0001-01;REDFACTOR FACTORING E FOMENTO COML S/A;CANCELADA
40.180.943/0001-68;REFINARIA DE MANAUS S.A.;ATIVO
94.845.674/0001-30;REFINARIA PET IPIRANGA SA;CANCELADA
33.412.081/0001-96;REFINARIA PET MANGUINHOS SA;ATIVO
13.349.677/0001-81;REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A;CANCELADA
47.349.535/0001-36;REMA SA;CANCELADA
92.690.700/0001-73;RENNER HERRMANN SA;CANCELADA
02.659.727/0001-00;RENNER PARTICIPAÇÕES SA;CANCELADA
19.133.012/0001-12;RENOVA COMP. SECURITIZ. DE CRÉDITOS FINANC. S.A.;CANCELADA
08.534.605/0001-74;RENOVA ENERGIA S.A. -  EM RECUPERAÇÃO JUDICIAL;ATIVO
08.572.741/0001-59;REP REAL ESTATE PARTNERS DESENV IMOB SA;CANCELADA
02.363.917/0001-86;RET PARTICIPAÇÕES S/A;CANCELADA
29.506.474/0001-91;REXAM BEVERAGE CAN SOUTH AMERICA S.A.;CANCELADA
11.818.783/0001-31;RG PRIVATE BROKERS INT. DE NEGÓCIOS IMOB. LTDA;CANCELADA
02.016.440/0001-62;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;ATIVO
30.702.767/0001-23;RHC SECURITIZADORA DE CRÉDITOS S.A.;CANCELADA
89.163.430/0001-38;RHODIA AGRO SA;CANCELADA
57.507.626/0001-06;RHODIA SA;CANCELADA
15.179.682/0001-19;RHODIA-STER FIPACK SA;CANCELADA
15.232.127/0001-03;RIB SA;CANCELADA
72.991.714/0001-10;RIBEIRAO PRETO WATER PARK SA;CANCELADA
80.902.018/0001-18;RICASA ROLANDIA IC E AGRI SA;CANCELADA
51.033.975/0001-57;RIMA IMPRESSORA SA;CANCELADA
29.388.352/0001-48;RIMET EMPREEND. INDS. E COMERCIAIS S/A;CANCELADA
38.199.406/0001-18;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;ATIVO
40.480.481/0001-02;RIO ALTO STL HOLDING I S.A.;ATIVO
38.126.888/0001-86;Rio Energy Participações S.A.;CANCELADA
90.348.632/0001-33;RIO GRANDE CIA CEL DO SUL;CANCELADA
02.016.439/0001-38;RIO GRANDE ENERGIA SA;CANCELADA
14.969.641/0001-63;RIO MONSARÁS PARTICIPAÇÕES S/A;CANCELADA
42.149.559/0001-28;RIO OTHON PALACE HOTEL SA;CANCELADA
23.096.269/0001-19;RIO PARANA ENERGIA S.A.;ATIVO
02.998.301/0001-81;RIO PARANAPANEMA ENERGIA SA;ATIVO
02.998.301/0001-81;RIO PARANAPANEMA ENERGIA SA;ATIVO
42.292.007/0001-74;RIO+ SANEAMENTO BL 3 S.A.;ATIVO
03.392.498/0001-73;RIOEST ESTACIONAMENTOS SA;CANCELADA
28.442.718/0001-57;RIOLOAN 2 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS;CANCELADA
51.468.791/0001-10;RIPASA SA CELULOSE E PAPEL;CANCELADA
13.457.942/0001-45;RIVA INCORPORADORA S/A;CANCELADA
92.750.793/0001-84;RIZZO SA IND ALIM;CANCELADA
08.281.683/0001-04;RJ CAPITAL PARTNERS S.A.;CANCELADA
67.010.660/0001-24;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;ATIVO
59.981.829/0001-65;RODOBENS S.A.;ATIVO
88.612.049/0001-46;RODOVIARIA SA IND IMPLS TRANSP;CANCELADA
03.025.305/0001-46;RODOVIAS DAS COLINAS S.A.;ATIVO
41.508.382/0001-46;RODOVIAS DO BRASIL HOLDING S.A.;ATIVO
84.584.416/0001-94;ROMANO MASSIGNAM SA IND COM;CANCELADA
29.088.092/0001-95;ROMAXIS SECURITIZADORA S.A.;CANCELADA
56.720.428/0001-63;ROMI S.A.;ATIVO
11.995.745/0001-54;ROPASC PARTICIPAÇÕES S/A;CANCELADA
56.991.490/0001-90;ROSAFER SA;CANCELADA
61.065.751/0001-80;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;ATIVO
01.535.646/0001-36;ROSSI SECURITIES SA;CANCELADA
22.131.736/0001-31;RR CASA DE INVESTIMENTOS E PARTICIPAÇÕES S.A.;CANCELADA
03.765.375/0001-30;RRSPE EMPRENDIMENTOS E PARTICIPAÇÕES S/A;CANCELADA
04.925.301/0001-87;RUBERTEX COM E INDUSTRIA SA;CANCELADA
21.976.484/0001-89;RUGE SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;CANCELADA
71.550.388/0001-42;RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A.;CANCELADA
33.572.408/0001-97;RUMO MALHA CENTRAL S.A.;ATIVO
24.962.466/0001-36;RUMO MALHA NORTE S.A.;ATIVO
39.115.514/0001-28;RUMO MALHA OESTE S.A.;ATIVO
02.502.844/0001-66;RUMO MALHA PAULISTA S.A.;ATIVO
01.258.944/0001-26;RUMO MALHA SUL S.A.;ATIVO
02.387.241/0001-60;RUMO S.A.;ATIVO
02.387.241/0001-60;RUMO S.A.;ATIVO
60.582.608/0001-01;RURAL LEASING SA ARREND MERC;CANCELADA
92.772.821/0001-64;S.A. (VIAÇÃO AÉREA RIO-GRANDENSE) - FALIDA;CANCELADA
00.982.476/0001-75;S.A.V.SA;CANCELADA
02.220.855/0001-53;S.F.S.P.V. EMPRS E PARTS SA;CANCELADA
02.250.726/0001-08;S.P.E.L. EMPREENDIMENTOS E PARTICIP. S.A;CANCELADA
10.782.548/0001-94;SA BRASILEIRA IND OTICA SABIO;CANCELADA
10.074.623/0001-62;SA CONFECCOES BRAS SABRA;CANCELADA
33.132.275/0001-38;SA CORTUME CARIOCA;CANCELADA
33.040.437/0001-08;SA ENGEFUSA;CANCELADA
61.116.331/0001-86;SA FABRICA PRODS ALIMCS VIGOR;CANCELADA
30.751.887/0001-10;SA MARVIN;CANCELADA
17.179.391/0001-56;SA MINERACAO DA TRINDADE;CANCELADA
